planned_budget,planned_duration,team_size,technical_complexity,stakeholder_count,methodology,project_type,risk_level
1000000,4,26,6,12,Agile,Web Development,medium
3000000,4,29,6,9,Agile,Cloud Migration,medium
4000000,6,38,5,17,Agile,Cybersecurity,high
4000000,4,48,4,20,Waterfall,Mobile App,high
2000000,6,43,9,18,Agile,Blockchain,high
3000000,4,49,3,11,Agile,IoT,high
4000000,6,10,1,4,Spiral,Cybersecurity,low
2000000,6,43,5,3,Spiral,Cloud Migration,high
1000000,6,7,2,15,Iterative,Cybersecurity,low
5000000,6,38,4,19,Spiral,Cloud Migration,high
1000000,6,40,4,13,Agile,IoT,high
5000000,6,9,4,1,Agile,Blockchain,low
1000000,6,27,8,2,Agile,Mobile App,medium
1000000,4,22,9,3,Waterfall,AI/ML,high
2000000,4,29,8,11,Spiral,DevOps,high
4000000,6,30,4,20,Agile,Cloud Migration,medium
5000000,6,45,7,14,V-Model,Blockchain,high
2000000,6,21,1,15,Iterative,Data Analytics,medium
2000000,4,6,3,19,Spiral,Blockchain,low
2000000,6,42,5,8,Prototyping,IoT,high
5000000,6,34,4,11,Waterfall,Web Development,high
4000000,6,17,9,12,Agile,Blockchain,medium
5000000,6,18,9,19,Iterative,DevOps,medium
3000000,4,49,7,18,Iterative,Enterprise Software,high
2000000,4,20,4,1,Agile,Mobile App,medium
2000000,4,40,3,8,Agile,AI/ML,medium
1000000,4,22,8,6,Agile,Mobile App,low
5000000,4,34,10,6,Iterative,Cybersecurity,high
4000000,6,9,10,9,Waterfall,Cloud Migration,medium
4000000,4,40,2,20,Waterfall,Blockchain,medium
2000000,6,33,9,12,Agile,IoT,medium
2000000,6,40,4,9,Agile,AI/ML,medium
1000000,4,46,10,18,Spiral,AI/ML,high
3000000,4,35,6,9,Waterfall,AI/ML,high
2000000,6,41,9,15,Agile,Cybersecurity,high
4000000,4,25,9,3,Agile,Cybersecurity,medium
5000000,6,42,7,16,Agile,Mobile App,high
2000000,6,29,6,2,Iterative,Web Development,medium
3000000,6,18,5,4,Agile,Cybersecurity,low
2000000,6,9,3,10,Agile,AI/ML,low
3000000,4,45,3,11,Waterfall,Web Development,high
4000000,6,34,5,8,Agile,Enterprise Software,medium
5000000,6,23,5,8,Waterfall,Mobile App,medium
4000000,4,19,5,6,Agile,IoT,low
1000000,6,6,3,15,Iterative,DevOps,low
3000000,6,42,3,1,Agile,Web Development,high
2000000,4,34,1,19,Waterfall,AI/ML,medium
5000000,6,9,8,7,Agile,Cybersecurity,low
1000000,4,48,5,9,Agile,Blockchain,high
2000000,4,33,7,8,Waterfall,AI/ML,high
3000000,6,22,5,4,Prototyping,Cloud Migration,low
1000000,6,23,2,5,Agile,Mobile App,low
4000000,4,37,2,3,Prototyping,Mobile App,medium
5000000,4,21,8,9,Agile,Cybersecurity,medium
3000000,6,7,6,3,Waterfall,Cybersecurity,medium
2000000,6,31,5,1,Spiral,Cloud Migration,high
3000000,4,32,7,4,Waterfall,Mobile App,high
1000000,4,31,6,2,Agile,DevOps,medium
4000000,6,17,7,11,Iterative,Enterprise Software,low
4000000,6,40,7,19,Agile,Web Development,high
3000000,4,26,10,14,Waterfall,Cybersecurity,high
5000000,4,30,4,2,Waterfall,Enterprise Software,medium
1000000,6,28,3,11,Prototyping,Blockchain,low
2000000,6,24,5,15,Prototyping,Blockchain,medium
3000000,4,11,4,8,Spiral,AI/ML,low
1000000,4,36,3,17,Agile,Mobile App,medium
1000000,6,5,9,9,Agile,Web Development,medium
1000000,4,45,10,12,Spiral,Enterprise Software,high
3000000,4,28,4,17,Iterative,Cybersecurity,medium
2000000,6,19,6,11,Agile,Data Analytics,medium
5000000,4,45,4,9,Agile,Cybersecurity,high
3000000,4,14,8,9,Prototyping,Cybersecurity,medium
4000000,6,49,6,16,Agile,Blockchain,high
3000000,4,39,7,4,Iterative,Mobile App,high
4000000,6,30,9,19,Iterative,Enterprise Software,high
2000000,4,40,1,4,Spiral,AI/ML,high
3000000,4,37,2,17,Agile,IoT,low
4000000,6,17,10,7,Waterfall,DevOps,medium
2000000,4,21,7,19,Prototyping,Blockchain,medium
1000000,6,13,10,4,Waterfall,Cloud Migration,low
1000000,4,29,5,5,Agile,IoT,medium
4000000,6,44,10,9,Spiral,Enterprise Software,high
2000000,6,37,7,20,Spiral,Data Analytics,high
5000000,4,47,4,13,Waterfall,DevOps,high
2000000,6,22,3,16,Agile,Data Analytics,low
3000000,4,43,9,6,V-Model,DevOps,high
3000000,4,17,10,10,Iterative,IoT,low
2000000,4,9,8,15,Agile,DevOps,medium
3000000,4,18,8,1,Prototyping,IoT,medium
3000000,4,13,5,1,Waterfall,Cybersecurity,medium
3000000,4,6,10,3,Spiral,Web Development,medium
3000000,6,48,3,9,Agile,Mobile App,high
5000000,6,29,8,4,Agile,Enterprise Software,medium
2000000,4,15,4,12,Waterfall,Blockchain,medium
1000000,4,18,10,19,Iterative,IoT,medium
1000000,4,47,7,8,Waterfall,DevOps,high
1000000,4,43,1,11,Agile,Blockchain,medium
3000000,4,17,9,14,Iterative,Cybersecurity,medium
4000000,4,32,8,3,Agile,Blockchain,medium
1000000,6,27,3,1,Agile,IoT,low
3000000,4,20,5,15,Agile,AI/ML,medium
1000000,4,25,4,9,Agile,Mobile App,low
1000000,6,7,10,20,Waterfall,Enterprise Software,medium
5000000,6,20,8,9,Waterfall,Web Development,medium
4000000,4,43,5,4,Waterfall,Enterprise Software,high
2000000,6,16,10,11,Waterfall,AI/ML,medium
3000000,6,44,4,14,Spiral,IoT,high
2000000,6,10,9,10,Agile,Cloud Migration,low
2000000,4,38,9,6,Agile,DevOps,high
2000000,6,35,8,19,Waterfall,Blockchain,high
1000000,4,8,4,3,Waterfall,Enterprise Software,low
1000000,4,23,6,12,Agile,AI/ML,medium
1000000,4,33,6,6,Agile,Web Development,medium
3000000,4,39,6,11,Agile,Mobile App,high
1000000,4,18,3,15,Agile,Blockchain,low
3000000,4,19,5,9,Iterative,IoT,medium
2000000,6,19,4,4,Waterfall,Enterprise Software,low
1000000,4,28,2,13,Waterfall,Data Analytics,medium
4000000,6,37,4,7,Prototyping,AI/ML,medium
2000000,6,23,7,2,Iterative,Mobile App,low
3000000,6,19,6,9,Spiral,Cloud Migration,medium
1000000,6,13,3,14,Spiral,IoT,medium
3000000,4,38,8,9,Agile,AI/ML,high
1000000,6,44,6,18,Iterative,Mobile App,high
4000000,6,26,3,16,Agile,DevOps,low
5000000,6,46,7,10,Iterative,IoT,high
4000000,6,20,2,1,V-Model,Blockchain,medium
4000000,4,20,10,7,Agile,AI/ML,medium
1000000,4,14,3,14,Iterative,Mobile App,low
3000000,6,47,8,18,Agile,Cybersecurity,high
3000000,6,5,4,13,Waterfall,AI/ML,low
2000000,6,17,7,13,Waterfall,Mobile App,medium
1000000,4,14,7,10,Agile,Data Analytics,low
1000000,4,12,10,3,Waterfall,Blockchain,medium
1000000,4,38,2,20,Agile,DevOps,medium
4000000,4,30,1,3,Iterative,Mobile App,low
3000000,4,13,9,3,Spiral,Mobile App,medium
2000000,6,26,10,7,Agile,AI/ML,high
2000000,4,23,4,6,Spiral,AI/ML,medium
1000000,4,41,9,19,Agile,Blockchain,high
4000000,6,45,1,10,Agile,Cloud Migration,medium
3000000,6,39,9,14,Agile,AI/ML,high
2000000,4,20,2,12,Waterfall,Cloud Migration,medium
5000000,4,43,8,6,Prototyping,Data Analytics,high
3000000,6,36,3,19,Agile,AI/ML,medium
3000000,4,8,7,19,Agile,AI/ML,low
2000000,6,43,8,18,Spiral,Data Analytics,high
4000000,6,31,9,6,Agile,Web Development,high
1000000,4,18,3,17,Waterfall,AI/ML,medium
4000000,6,48,3,8,Waterfall,Enterprise Software,high
3000000,4,37,1,17,Agile,Cloud Migration,low
5000000,4,43,3,5,Waterfall,AI/ML,high
4000000,4,33,3,12,Waterfall,Cloud Migration,medium
5000000,4,10,8,19,Waterfall,Cloud Migration,low
2000000,6,42,3,15,Agile,Web Development,medium
4000000,6,37,10,8,Prototyping,Cybersecurity,high
3000000,4,38,4,10,Agile,DevOps,medium
4000000,4,27,5,17,Iterative,Enterprise Software,medium
3000000,4,6,10,4,Iterative,DevOps,low
1000000,6,14,4,3,Agile,Mobile App,low
3000000,4,17,4,20,Waterfall,Mobile App,medium
4000000,4,44,4,12,Agile,Blockchain,medium
4000000,4,26,2,4,Agile,Enterprise Software,low
5000000,6,48,1,11,Iterative,DevOps,medium
3000000,6,9,7,14,Iterative,Cloud Migration,low
2000000,4,49,5,20,Iterative,DevOps,high
2000000,6,45,4,3,Agile,Cloud Migration,high
3000000,4,30,5,20,Spiral,AI/ML,high
3000000,4,30,10,2,Agile,Data Analytics,high
5000000,4,29,4,16,Waterfall,Mobile App,medium
5000000,6,8,6,20,Spiral,AI/ML,low
3000000,4,23,3,18,Spiral,Enterprise Software,low
3000000,6,43,1,3,Agile,Web Development,medium
4000000,4,25,4,6,V-Model,Web Development,medium
2000000,4,34,10,10,Waterfall,IoT,high
4000000,4,8,2,9,Iterative,Cybersecurity,low
4000000,4,25,10,15,Waterfall,Cybersecurity,high
1000000,4,21,4,4,Waterfall,DevOps,medium
3000000,4,5,10,8,Agile,Enterprise Software,low
1000000,4,26,10,15,Agile,Blockchain,medium
4000000,4,30,9,10,Waterfall,Cloud Migration,high
5000000,6,44,1,5,Spiral,Blockchain,high
4000000,4,14,10,14,Agile,Enterprise Software,low
5000000,6,10,5,18,Iterative,AI/ML,low
2000000,6,21,2,12,Spiral,Cloud Migration,medium
2000000,4,13,4,15,Agile,Cloud Migration,low
5000000,4,14,2,14,Agile,IoT,low
2000000,6,46,10,14,Iterative,Cloud Migration,high
1000000,4,18,9,5,Agile,Enterprise Software,medium
2000000,4,12,4,4,Agile,Enterprise Software,low
4000000,6,45,7,19,Iterative,Data Analytics,high
1000000,6,34,4,1,Agile,Cybersecurity,medium
2000000,4,32,4,14,Agile,DevOps,medium
4000000,6,33,8,5,Agile,Mobile App,high
4000000,4,13,2,3,Iterative,Enterprise Software,low
2000000,4,15,1,20,Agile,Mobile App,low
4000000,6,46,9,8,Spiral,Web Development,high
4000000,4,32,6,10,Agile,Enterprise Software,medium
1000000,4,48,10,11,Iterative,Web Development,high
3000000,4,32,9,19,Agile,AI/ML,high
4000000,4,42,8,8,Agile,Mobile App,high
1000000,4,36,6,6,Agile,Cybersecurity,medium
1000000,4,8,6,14,Waterfall,DevOps,low
5000000,4,30,6,11,Spiral,Web Development,high
3000000,4,12,5,19,Agile,Web Development,low
1000000,6,32,3,9,Iterative,Data Analytics,medium
3000000,4,26,7,14,Agile,Mobile App,medium
4000000,6,7,7,15,Iterative,DevOps,low
5000000,4,10,3,5,Agile,Mobile App,low
2000000,6,43,10,4,Agile,IoT,high
1000000,4,39,2,2,Spiral,Cybersecurity,high
1000000,4,49,5,20,Spiral,Web Development,high
4000000,4,47,1,14,Waterfall,Cybersecurity,high
5000000,6,40,4,8,Spiral,IoT,high
2000000,4,7,5,12,Agile,DevOps,low
5000000,4,16,9,11,Iterative,Mobile App,low
4000000,4,17,10,13,Agile,Mobile App,low
1000000,6,49,6,16,Agile,Cybersecurity,high
5000000,6,43,2,5,Spiral,Mobile App,high
1000000,4,7,9,5,Agile,Cybersecurity,low
3000000,4,33,6,2,Waterfall,AI/ML,high
5000000,6,20,9,9,Spiral,Cloud Migration,high
3000000,4,17,8,10,Agile,Cloud Migration,low
3000000,4,32,8,17,Agile,Cybersecurity,medium
2000000,4,38,8,18,Spiral,Blockchain,high
5000000,6,5,1,5,Agile,AI/ML,low
2000000,6,27,6,10,Iterative,AI/ML,low
2000000,4,47,8,5,V-Model,IoT,high
1000000,4,40,6,1,Waterfall,Mobile App,high
5000000,6,30,4,13,Agile,DevOps,medium
5000000,4,37,6,1,Prototyping,Enterprise Software,high
3000000,6,28,6,18,Agile,Cloud Migration,low
1000000,6,21,5,20,Agile,Cybersecurity,low
2000000,4,18,5,1,Waterfall,Data Analytics,low
3000000,4,40,3,4,Iterative,Data Analytics,medium
1000000,6,14,10,2,Spiral,Cloud Migration,medium
1000000,4,28,4,5,Spiral,Data Analytics,medium
5000000,6,43,1,8,Agile,Blockchain,high
1000000,6,8,6,17,Spiral,AI/ML,low
2000000,4,39,5,2,Prototyping,Cloud Migration,high
3000000,6,10,1,16,Prototyping,AI/ML,low
4000000,6,17,7,4,Waterfall,Cybersecurity,medium
1000000,4,7,4,18,Agile,Mobile App,low
3000000,6,47,6,12,Agile,Cybersecurity,high
2000000,4,33,7,11,Waterfall,DevOps,high
5000000,6,26,6,4,Waterfall,Data Analytics,high
5000000,4,6,10,1,Agile,Blockchain,low
1000000,6,25,7,11,Agile,Blockchain,medium
4000000,4,6,1,20,Agile,IoT,low
5000000,6,43,8,16,Spiral,Cloud Migration,high
5000000,6,49,6,10,Agile,Enterprise Software,medium
1000000,6,15,3,10,Spiral,Cloud Migration,low
4000000,6,46,5,8,Waterfall,IoT,high
4000000,4,14,7,8,Waterfall,AI/ML,medium
4000000,6,11,7,6,Waterfall,AI/ML,medium
1000000,6,14,8,18,Agile,Web Development,low
5000000,6,26,2,8,Waterfall,Cybersecurity,high
4000000,6,26,7,5,Prototyping,Mobile App,medium
4000000,6,27,1,11,Spiral,Cloud Migration,low
4000000,6,18,2,9,V-Model,Enterprise Software,medium
5000000,6,43,1,19,Spiral,Cybersecurity,high
5000000,6,43,4,20,Agile,Cloud Migration,high
4000000,6,45,6,19,Waterfall,DevOps,high
3000000,6,9,10,16,Iterative,Mobile App,low
5000000,6,43,4,17,Waterfall,Cybersecurity,high
2000000,6,5,6,15,Waterfall,Enterprise Software,low
4000000,4,6,2,19,Agile,Enterprise Software,low
5000000,4,9,7,8,Spiral,Blockchain,low
1000000,4,21,3,16,V-Model,Data Analytics,medium
3000000,6,39,7,19,V-Model,Cloud Migration,high
4000000,4,8,10,6,Waterfall,Enterprise Software,medium
5000000,6,8,10,15,Agile,Web Development,low
5000000,6,41,3,10,Agile,Web Development,medium
5000000,4,41,6,17,Agile,Enterprise Software,medium
1000000,4,34,5,1,Agile,Enterprise Software,medium
3000000,4,14,2,20,Waterfall,AI/ML,low
3000000,4,20,3,11,Waterfall,IoT,low
2000000,4,34,8,13,Spiral,Cloud Migration,high
2000000,4,29,4,20,Agile,Enterprise Software,medium
2000000,4,35,10,4,Prototyping,Blockchain,high
1000000,6,37,4,5,Waterfall,Mobile App,high
3000000,6,39,3,20,Prototyping,Cloud Migration,low
5000000,6,25,1,12,Iterative,IoT,low
4000000,6,21,1,2,Agile,IoT,low
1000000,6,37,6,4,Agile,Web Development,medium
4000000,6,7,2,20,Waterfall,Enterprise Software,low
4000000,4,16,10,19,Agile,Cloud Migration,medium
4000000,4,28,6,14,Agile,Web Development,medium
5000000,6,40,7,11,Agile,Cybersecurity,high
4000000,4,41,1,20,Iterative,Cybersecurity,medium
2000000,4,10,9,1,Prototyping,AI/ML,low
1000000,4,49,4,14,Waterfall,Web Development,high
3000000,6,23,5,13,Iterative,IoT,low
4000000,4,37,10,11,Spiral,Cybersecurity,high
1000000,6,7,10,2,Agile,Blockchain,medium
2000000,6,5,6,9,Spiral,Enterprise Software,low
5000000,6,18,7,16,Agile,Blockchain,medium
3000000,6,33,2,10,Agile,Web Development,low
2000000,4,6,3,1,Agile,AI/ML,low
4000000,6,32,9,14,Waterfall,Mobile App,high
1000000,6,20,8,17,Spiral,Data Analytics,medium
3000000,6,37,4,3,Iterative,Data Analytics,high
2000000,6,47,4,10,Waterfall,Cloud Migration,high
2000000,6,44,5,8,Agile,Mobile App,high
5000000,6,38,8,4,Waterfall,Blockchain,high
1000000,4,33,5,10,Waterfall,Data Analytics,high
2000000,6,21,3,1,Agile,Enterprise Software,low
2000000,6,24,9,12,Agile,Web Development,medium
5000000,4,5,3,20,Waterfall,Cloud Migration,low
5000000,6,11,4,9,Iterative,Enterprise Software,low
5000000,4,38,1,4,Waterfall,Mobile App,high
2000000,6,33,9,10,Agile,AI/ML,high
1000000,6,37,10,2,Prototyping,Mobile App,high
1000000,4,11,3,11,Agile,DevOps,low
2000000,4,12,4,13,Iterative,Cybersecurity,low
5000000,4,37,2,14,Agile,Mobile App,medium
1000000,4,23,4,4,Spiral,IoT,medium
5000000,6,32,2,18,Agile,Cloud Migration,low
5000000,4,48,1,8,Agile,Web Development,medium
3000000,6,49,10,19,Iterative,AI/ML,high
5000000,4,22,1,7,Iterative,Blockchain,low
2000000,4,41,8,13,Agile,Data Analytics,high
2000000,6,35,4,17,Agile,Mobile App,low
3000000,6,35,6,7,Spiral,Data Analytics,high
2000000,6,33,7,14,Waterfall,Enterprise Software,high
4000000,4,18,6,19,Iterative,Blockchain,low
3000000,6,27,10,1,Spiral,Enterprise Software,high
4000000,4,11,6,17,Agile,Cloud Migration,low
4000000,4,18,7,3,Prototyping,Enterprise Software,low
1000000,6,41,10,1,Agile,Data Analytics,high
2000000,6,29,4,9,Spiral,Blockchain,medium
5000000,6,14,4,12,Iterative,IoT,low
4000000,6,48,8,16,Waterfall,Web Development,high
5000000,6,20,9,3,Iterative,AI/ML,medium
1000000,6,33,6,3,Waterfall,IoT,high
3000000,6,45,1,6,Spiral,Web Development,high
5000000,6,39,4,16,Iterative,Mobile App,medium
1000000,4,30,8,15,Waterfall,DevOps,high
4000000,4,5,4,20,Spiral,Mobile App,low
1000000,6,11,2,7,Spiral,AI/ML,low
4000000,4,41,4,13,Spiral,IoT,high
2000000,4,49,9,8,Agile,DevOps,high
4000000,6,37,10,17,Iterative,IoT,high
1000000,4,13,7,19,Iterative,Cybersecurity,low
3000000,4,45,4,13,Agile,Mobile App,high
4000000,6,35,6,19,Waterfall,Mobile App,high
1000000,4,13,5,5,Waterfall,DevOps,low
1000000,6,44,5,16,Waterfall,AI/ML,high
2000000,4,38,4,7,Agile,Data Analytics,medium
3000000,4,14,1,11,Waterfall,Blockchain,low
4000000,6,23,6,16,Agile,Cloud Migration,low
2000000,6,44,1,7,Waterfall,Data Analytics,high
5000000,4,49,4,17,Spiral,Enterprise Software,high
2000000,4,31,7,17,Prototyping,Cybersecurity,medium
5000000,4,24,7,14,Agile,Enterprise Software,medium
3000000,4,34,5,4,Prototyping,Mobile App,medium
1000000,6,37,2,9,Agile,IoT,medium
3000000,6,25,5,12,Iterative,IoT,low
2000000,6,40,10,16,Prototyping,Cybersecurity,high
1000000,4,29,3,6,Agile,DevOps,medium
4000000,6,14,6,14,Agile,Cybersecurity,low
4000000,6,45,8,17,Agile,Enterprise Software,high
2000000,4,28,7,20,Spiral,Mobile App,medium
5000000,6,40,10,1,Spiral,Cloud Migration,high
1000000,4,27,7,2,Waterfall,Cloud Migration,medium
4000000,4,38,8,10,Waterfall,Blockchain,high
1000000,6,26,10,1,Spiral,Data Analytics,high
4000000,6,22,9,15,Spiral,Cloud Migration,medium
4000000,4,16,2,1,Agile,Web Development,low
1000000,6,46,7,10,Waterfall,IoT,high
4000000,4,13,4,9,Agile,AI/ML,low
2000000,4,30,6,10,Waterfall,Blockchain,medium
1000000,4,44,7,6,Waterfall,DevOps,high
3000000,6,46,4,16,Agile,IoT,high
4000000,4,37,2,17,Agile,Web Development,medium
5000000,4,45,6,17,Iterative,Cloud Migration,high
2000000,4,30,10,6,Waterfall,Enterprise Software,high
1000000,6,47,7,9,Agile,Web Development,high
1000000,4,9,4,15,Waterfall,AI/ML,low
3000000,6,11,3,10,Waterfall,Enterprise Software,low
2000000,4,11,8,7,Iterative,Data Analytics,low
4000000,4,42,5,9,Waterfall,Mobile App,high
4000000,4,38,3,13,Spiral,Enterprise Software,medium
3000000,6,31,10,15,Iterative,Data Analytics,medium
5000000,6,25,9,1,Waterfall,Enterprise Software,medium
4000000,6,6,10,2,Iterative,Web Development,low
2000000,4,11,2,10,Agile,IoT,low
1000000,4,5,1,20,Agile,Cloud Migration,low
2000000,4,26,5,17,Spiral,Web Development,medium
1000000,6,43,6,12,Iterative,Cloud Migration,high
3000000,6,25,10,7,Agile,Cloud Migration,medium
3000000,4,36,9,16,Spiral,Web Development,high
5000000,6,14,6,19,Agile,DevOps,low
4000000,4,19,7,15,Agile,Enterprise Software,medium
1000000,4,25,9,10,Agile,Cybersecurity,medium
4000000,4,34,8,10,Waterfall,IoT,high
5000000,6,23,2,8,Agile,Data Analytics,medium
3000000,4,34,3,8,Waterfall,Web Development,medium
5000000,6,14,2,17,Iterative,DevOps,low
1000000,4,11,10,9,Waterfall,DevOps,medium
1000000,4,12,9,5,Iterative,Cloud Migration,low
5000000,4,33,5,17,Agile,Web Development,low
2000000,4,29,6,17,Spiral,IoT,medium
1000000,6,43,8,12,Agile,AI/ML,high
2000000,6,10,3,20,Spiral,Cloud Migration,low
2000000,6,11,7,10,Agile,Cloud Migration,low
4000000,4,30,10,3,Waterfall,DevOps,high
4000000,6,14,3,16,Agile,Blockchain,low
2000000,6,45,4,20,Prototyping,DevOps,high
3000000,4,45,5,10,Waterfall,Mobile App,high
3000000,4,23,8,5,Agile,Web Development,medium
3000000,4,8,5,15,Waterfall,IoT,low
5000000,4,33,7,8,Iterative,Mobile App,high
3000000,4,46,2,9,Agile,DevOps,high
5000000,4,26,7,5,Agile,Blockchain,low
2000000,6,24,5,5,Waterfall,AI/ML,high
1000000,4,40,10,11,Spiral,AI/ML,high
2000000,6,11,9,7,Agile,IoT,low
2000000,4,19,9,15,Waterfall,Cybersecurity,medium
1000000,4,19,10,16,Waterfall,AI/ML,high
1000000,6,20,10,12,Agile,Cloud Migration,medium
4000000,4,41,10,2,Spiral,Data Analytics,high
3000000,6,29,7,13,Agile,Data Analytics,medium
2000000,6,7,10,11,Spiral,DevOps,medium
1000000,6,28,1,8,Waterfall,DevOps,medium
4000000,4,5,10,11,Waterfall,Enterprise Software,medium
1000000,6,28,1,10,Waterfall,Data Analytics,medium
3000000,4,36,2,9,Iterative,Blockchain,medium
4000000,4,45,1,17,Spiral,Web Development,high
3000000,4,18,3,3,Agile,Mobile App,low
5000000,4,30,6,4,Waterfall,Cybersecurity,medium
3000000,4,6,6,14,Spiral,Cloud Migration,low
1000000,6,26,6,7,Agile,AI/ML,medium
4000000,4,38,3,14,Agile,DevOps,medium
2000000,6,45,4,15,Waterfall,Cybersecurity,high
2000000,4,14,3,16,Iterative,Enterprise Software,low
4000000,6,36,2,15,Spiral,Cloud Migration,medium
1000000,4,33,8,20,V-Model,Web Development,high
3000000,4,5,1,14,Waterfall,Cloud Migration,low
5000000,6,9,3,18,Agile,Mobile App,low
2000000,4,27,1,6,Agile,Enterprise Software,medium
2000000,4,32,1,15,Spiral,Enterprise Software,medium
5000000,4,32,9,17,Spiral,Cybersecurity,high
5000000,6,9,1,5,Agile,Cloud Migration,low
1000000,4,48,4,14,Agile,Mobile App,high
2000000,4,13,8,3,V-Model,DevOps,medium
1000000,6,27,6,14,Agile,Enterprise Software,medium
1000000,4,9,10,4,Iterative,IoT,low
4000000,6,7,4,18,Agile,Enterprise Software,low
2000000,4,34,3,14,Iterative,Blockchain,medium
5000000,4,43,5,13,Waterfall,Cloud Migration,high
3000000,4,31,3,16,Agile,Data Analytics,medium
5000000,6,30,3,4,Agile,Cybersecurity,medium
1000000,4,24,10,6,Agile,IoT,medium
4000000,6,44,9,15,Spiral,Cloud Migration,high
1000000,4,20,1,15,Waterfall,Blockchain,medium
5000000,4,48,8,11,Iterative,IoT,high
3000000,4,38,10,2,Waterfall,Cybersecurity,high
1000000,6,20,10,12,Agile,AI/ML,medium
4000000,4,19,6,2,Prototyping,Data Analytics,medium
5000000,4,31,6,18,Waterfall,Cybersecurity,high
5000000,4,17,7,18,Agile,IoT,medium
3000000,4,20,8,18,Agile,Web Development,medium
1000000,4,15,5,12,Waterfall,Cloud Migration,low
2000000,6,45,10,3,Agile,AI/ML,high
4000000,6,34,9,7,Waterfall,Web Development,high
3000000,4,24,5,13,Agile,DevOps,medium
2000000,6,16,8,19,Waterfall,Web Development,medium
1000000,4,26,2,15,Waterfall,IoT,medium
4000000,4,38,8,17,Waterfall,AI/ML,high
5000000,4,48,2,4,Agile,Data Analytics,high
1000000,6,42,9,12,Iterative,Web Development,high
4000000,6,29,1,13,V-Model,Cloud Migration,medium
5000000,6,29,6,3,Agile,Blockchain,low
1000000,6,9,3,10,Agile,AI/ML,low
2000000,4,49,8,8,Agile,Cybersecurity,high
5000000,4,36,9,4,Waterfall,AI/ML,high
4000000,6,28,10,4,Waterfall,Mobile App,high
2000000,6,28,6,7,Agile,Blockchain,medium
5000000,4,26,5,15,Agile,Cybersecurity,low
3000000,6,44,5,20,Agile,Cloud Migration,medium
3000000,6,30,6,1,V-Model,Cloud Migration,high
3000000,4,9,10,8,Waterfall,Cybersecurity,medium
1000000,6,22,6,18,Spiral,AI/ML,medium
1000000,6,25,6,7,Iterative,Data Analytics,low
5000000,4,20,8,12,Agile,IoT,medium
5000000,4,16,10,3,Waterfall,Cybersecurity,high
4000000,4,10,4,15,Agile,Mobile App,low
1000000,6,26,3,3,Prototyping,DevOps,low
2000000,6,19,3,20,Spiral,Cybersecurity,low
1000000,4,6,10,5,Agile,Cloud Migration,low
4000000,6,38,8,12,Waterfall,Blockchain,high
5000000,4,41,4,18,Agile,Blockchain,high
1000000,4,14,4,6,Spiral,AI/ML,medium
3000000,4,6,8,13,Agile,Cybersecurity,low
1000000,6,32,4,2,Agile,Cybersecurity,medium
4000000,6,29,10,11,V-Model,Enterprise Software,high
